"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 22 06:32:42 GMT 2024","Mon Apr 22 06:32:42 GMT 2024","120","","API Project Tests","","ProjectTest","GetProjectByIncorrectCode","GetProjectByIncorrectCode","Проверяем, что возвращается ошибку если не правильно указан код проекта
"
"passed","Mon Apr 22 06:32:42 GMT 2024","Mon Apr 22 06:32:51 GMT 2024","8292","","","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Mon Apr 22 06:32:41 GMT 2024","Mon Apr 22 06:32:41 GMT 2024","681","","API Project Tests","","ProjectTest","CreateTest","CreateTest","Создание проекта
"
"passed","Mon Apr 22 06:32:41 GMT 2024","Mon Apr 22 06:32:41 GMT 2024","143","","API Project Tests","","ProjectTest","GetProjectTest","GetProjectTest","Получаем данные о проекта по коду проекта
"
"passed","Mon Apr 22 06:32:51 GMT 2024","Mon Apr 22 06:32:56 GMT 2024","5518","","UI Tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Mon Apr 22 06:33:22 GMT 2024","Mon Apr 22 06:33:28 GMT 2024","5697","","","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest",""
"passed","Mon Apr 22 06:33:09 GMT 2024","Mon Apr 22 06:33:16 GMT 2024","6758","","UI Tests","","HoverTest","Hover","Hover","Тест на отображении подсказки при наведении курсора
"
"passed","Mon Apr 22 06:32:56 GMT 2024","Mon Apr 22 06:33:02 GMT 2024","6125","","UI Tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Mon Apr 22 06:33:16 GMT 2024","Mon Apr 22 06:33:22 GMT 2024","6443","","","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на отображении подсказки при наведении курсора
"
"passed","Mon Apr 22 06:32:42 GMT 2024","Mon Apr 22 06:32:42 GMT 2024","270","","API Project Tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Удаляем проект по коду
"
"passed","Mon Apr 22 06:32:42 GMT 2024","Mon Apr 22 06:32:42 GMT 2024","127","","API Project Tests","","ProjectTest","AddProjectNegativeTest2","AddProjectNegativeTest2","Проверяем, что поле title обязательно для заполнения
"
"passed","Mon Apr 22 06:32:41 GMT 2024","Mon Apr 22 06:32:42 GMT 2024","138","","API Project Tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Получаем данные о всех проектах
"
"passed","Mon Apr 22 06:32:42 GMT 2024","Mon Apr 22 06:32:42 GMT 2024","123","","API Project Tests","","ProjectTest","AddProjectNegativeTest","AddProjectNegativeTest","Ошибка при создании проеката с полем code длинной более 10 символов
"
"passed","Mon Apr 22 06:33:02 GMT 2024","Mon Apr 22 06:33:09 GMT 2024","6791","","UI Tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
