"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 13:01:26 GMT 2024","Tue Apr 23 13:01:26 GMT 2024","125","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Tue Apr 23 13:01:44 GMT 2024","Tue Apr 23 13:01:51 GMT 2024","7125","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Tue Apr 23 13:01:26 GMT 2024","Tue Apr 23 13:01:26 GMT 2024","75","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"passed","Tue Apr 23 13:01:26 GMT 2024","Tue Apr 23 13:01:26 GMT 2024","65","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Tue Apr 23 13:01:26 GMT 2024","Tue Apr 23 13:01:26 GMT 2024","192","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
"passed","Tue Apr 23 13:01:51 GMT 2024","Tue Apr 23 13:01:58 GMT 2024","6051","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"passed","Tue Apr 23 13:01:39 GMT 2024","Tue Apr 23 13:01:44 GMT 2024","5212","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Tue Apr 23 13:02:02 GMT 2024","Tue Apr 23 13:02:06 GMT 2024","4332","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Tue Apr 23 13:01:34 GMT 2024","Tue Apr 23 13:01:39 GMT 2024","5126","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Tue Apr 23 13:01:26 GMT 2024","Tue Apr 23 13:01:34 GMT 2024","7641","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Tue Apr 23 13:01:26 GMT 2024","Tue Apr 23 13:01:26 GMT 2024","51","","API tests","","ProjectTest","GetProjectByIncorrectCodeTest","GetProjectByIncorrectCodeTest","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"passed","Tue Apr 23 13:01:58 GMT 2024","Tue Apr 23 13:02:02 GMT 2024","4018","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"failed","Tue Apr 23 13:02:06 GMT 2024","Tue Apr 23 13:02:18 GMT 2024","11864","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Tue Apr 23 13:01:26 GMT 2024","Tue Apr 23 13:01:26 GMT 2024","64","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"passed","Tue Apr 23 13:01:25 GMT 2024","Tue Apr 23 13:01:26 GMT 2024","817","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Tue Apr 23 13:01:26 GMT 2024","Tue Apr 23 13:01:26 GMT 2024","58","","API tests","","ProjectTest","GetProjectFromJSONTest","GetProjectFromJSONTest","Тест на получение данных о проекте по коду проекта из JSON файла
"
