"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 03:29:43 GMT 2024","Tue Apr 23 03:29:53 GMT 2024","9487","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Tue Apr 23 03:29:43 GMT 2024","Tue Apr 23 03:29:43 GMT 2024","86","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"passed","Tue Apr 23 03:29:43 GMT 2024","Tue Apr 23 03:29:43 GMT 2024","85","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Tue Apr 23 03:30:17 GMT 2024","Tue Apr 23 03:30:21 GMT 2024","3998","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"passed","Tue Apr 23 03:29:43 GMT 2024","Tue Apr 23 03:29:43 GMT 2024","84","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"passed","Tue Apr 23 03:29:43 GMT 2024","Tue Apr 23 03:29:43 GMT 2024","103","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Tue Apr 23 03:30:10 GMT 2024","Tue Apr 23 03:30:17 GMT 2024","6488","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"passed","Tue Apr 23 03:29:43 GMT 2024","Tue Apr 23 03:29:43 GMT 2024","79","","API tests","","ProjectTest","GetProjectByIncorrectCodeTest","GetProjectByIncorrectCodeTest","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"passed","Tue Apr 23 03:29:42 GMT 2024","Tue Apr 23 03:29:43 GMT 2024","742","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Tue Apr 23 03:29:43 GMT 2024","Tue Apr 23 03:29:43 GMT 2024","70","","API tests","","ProjectTest","GetProjectFromJSONTest","GetProjectFromJSONTest","Тест на получение данных о проекте по коду проекта из JSON файла
"
"passed","Tue Apr 23 03:30:04 GMT 2024","Tue Apr 23 03:30:10 GMT 2024","6321","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Tue Apr 23 03:30:21 GMT 2024","Tue Apr 23 03:30:25 GMT 2024","4548","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"failed","Tue Apr 23 03:30:25 GMT 2024","Tue Apr 23 03:30:37 GMT 2024","11804","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Tue Apr 23 03:29:53 GMT 2024","Tue Apr 23 03:29:58 GMT 2024","5104","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Tue Apr 23 03:29:58 GMT 2024","Tue Apr 23 03:30:04 GMT 2024","6003","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Tue Apr 23 03:29:43 GMT 2024","Tue Apr 23 03:29:43 GMT 2024","164","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
