"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 22 10:46:58 GMT 2024","Mon Apr 22 10:46:58 GMT 2024","60","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"failed","Mon Apr 22 10:47:38 GMT 2024","Mon Apr 22 10:47:50 GMT 2024","11741","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Mon Apr 22 10:47:17 GMT 2024","Mon Apr 22 10:47:24 GMT 2024","6156","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Mon Apr 22 10:47:24 GMT 2024","Mon Apr 22 10:47:31 GMT 2024","6898","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"passed","Mon Apr 22 10:47:13 GMT 2024","Mon Apr 22 10:47:17 GMT 2024","4922","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Mon Apr 22 10:46:58 GMT 2024","Mon Apr 22 10:46:58 GMT 2024","91","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Mon Apr 22 10:46:58 GMT 2024","Mon Apr 22 10:46:58 GMT 2024","52","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Mon Apr 22 10:46:58 GMT 2024","Mon Apr 22 10:46:58 GMT 2024","59","","API tests","","ProjectTest","GetProjectByIncorrectCode","GetProjectByIncorrectCode","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"passed","Mon Apr 22 10:47:34 GMT 2024","Mon Apr 22 10:47:38 GMT 2024","3740","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Mon Apr 22 10:46:58 GMT 2024","Mon Apr 22 10:47:06 GMT 2024","8282","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Mon Apr 22 10:46:57 GMT 2024","Mon Apr 22 10:46:58 GMT 2024","669","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Mon Apr 22 10:46:58 GMT 2024","Mon Apr 22 10:46:58 GMT 2024","148","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
"passed","Mon Apr 22 10:47:31 GMT 2024","Mon Apr 22 10:47:34 GMT 2024","3904","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"passed","Mon Apr 22 10:46:58 GMT 2024","Mon Apr 22 10:46:58 GMT 2024","80","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"passed","Mon Apr 22 10:47:06 GMT 2024","Mon Apr 22 10:47:13 GMT 2024","6197","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
