"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Apr 22 10:52:11 GMT 2024","Mon Apr 22 10:53:12 GMT 2024","60073","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Mon Apr 22 10:46:10 GMT 2024","Mon Apr 22 10:46:10 GMT 2024","139","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
"passed","Mon Apr 22 10:46:10 GMT 2024","Mon Apr 22 10:46:10 GMT 2024","60","","API tests","","ProjectTest","GetProjectByIncorrectCode","GetProjectByIncorrectCode","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"failed","Mon Apr 22 10:51:11 GMT 2024","Mon Apr 22 10:52:11 GMT 2024","60180","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"failed","Mon Apr 22 10:50:11 GMT 2024","Mon Apr 22 10:51:11 GMT 2024","60075","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"failed","Mon Apr 22 10:47:11 GMT 2024","Mon Apr 22 10:48:11 GMT 2024","60072","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"failed","Mon Apr 22 10:46:10 GMT 2024","Mon Apr 22 10:47:11 GMT 2024","60534","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Mon Apr 22 10:46:10 GMT 2024","Mon Apr 22 10:46:10 GMT 2024","65","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"failed","Mon Apr 22 10:53:12 GMT 2024","Mon Apr 22 10:54:12 GMT 2024","60082","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Mon Apr 22 10:46:10 GMT 2024","Mon Apr 22 10:46:10 GMT 2024","77","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"failed","Mon Apr 22 10:49:11 GMT 2024","Mon Apr 22 10:50:11 GMT 2024","60066","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Mon Apr 22 10:46:10 GMT 2024","Mon Apr 22 10:46:10 GMT 2024","51","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"failed","Mon Apr 22 10:48:11 GMT 2024","Mon Apr 22 10:49:11 GMT 2024","60075","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Mon Apr 22 10:46:09 GMT 2024","Mon Apr 22 10:46:10 GMT 2024","610","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Mon Apr 22 10:46:10 GMT 2024","Mon Apr 22 10:46:10 GMT 2024","75","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
