"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 15:26:45 GMT 2024","Tue Apr 23 15:26:51 GMT 2024","6002","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Tue Apr 23 15:27:04 GMT 2024","Tue Apr 23 15:27:11 GMT 2024","7603","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"passed","Tue Apr 23 15:26:37 GMT 2024","Tue Apr 23 15:26:45 GMT 2024","7518","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Tue Apr 23 15:26:35 GMT 2024","Tue Apr 23 15:26:36 GMT 2024","766","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Tue Apr 23 15:26:51 GMT 2024","Tue Apr 23 15:26:56 GMT 2024","5769","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Tue Apr 23 15:26:56 GMT 2024","Tue Apr 23 15:27:04 GMT 2024","7527","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Tue Apr 23 15:26:37 GMT 2024","Tue Apr 23 15:26:37 GMT 2024","106","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"passed","Tue Apr 23 15:26:37 GMT 2024","Tue Apr 23 15:26:37 GMT 2024","106","","API tests","","ProjectTest","GetProjectByIncorrectCodeTest","GetProjectByIncorrectCodeTest","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"passed","Tue Apr 23 15:26:37 GMT 2024","Tue Apr 23 15:26:37 GMT 2024","100","","API tests","","ProjectTest","GetProjectFromJSONTest","GetProjectFromJSONTest","Тест на получение данных о проекте по коду проекта из JSON файла
"
"passed","Tue Apr 23 15:27:11 GMT 2024","Tue Apr 23 15:27:16 GMT 2024","4916","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"passed","Tue Apr 23 15:26:36 GMT 2024","Tue Apr 23 15:26:36 GMT 2024","121","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Tue Apr 23 15:27:16 GMT 2024","Tue Apr 23 15:27:21 GMT 2024","4532","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Tue Apr 23 15:26:36 GMT 2024","Tue Apr 23 15:26:36 GMT 2024","114","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"passed","Tue Apr 23 15:26:37 GMT 2024","Tue Apr 23 15:26:37 GMT 2024","111","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Tue Apr 23 15:26:36 GMT 2024","Tue Apr 23 15:26:37 GMT 2024","200","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
