"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Apr 23 01:59:28 GMT 2024","Tue Apr 23 01:59:28 GMT 2024","206","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Tue Apr 23 01:59:22 GMT 2024","Tue Apr 23 01:59:22 GMT 2024","102","","API tests","","ProjectTest","GetProjectByIncorrectCodeTest","GetProjectByIncorrectCodeTest","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"failed","Tue Apr 23 01:59:29 GMT 2024","Tue Apr 23 01:59:29 GMT 2024","213","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"failed","Tue Apr 23 01:59:22 GMT 2024","Tue Apr 23 01:59:28 GMT 2024","5666","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Tue Apr 23 01:59:22 GMT 2024","Tue Apr 23 01:59:22 GMT 2024","115","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Tue Apr 23 01:59:21 GMT 2024","Tue Apr 23 01:59:22 GMT 2024","240","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
"passed","Tue Apr 23 01:59:22 GMT 2024","Tue Apr 23 01:59:22 GMT 2024","123","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"failed","Tue Apr 23 01:59:29 GMT 2024","Tue Apr 23 01:59:29 GMT 2024","222","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"failed","Tue Apr 23 01:59:28 GMT 2024","Tue Apr 23 01:59:29 GMT 2024","192","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"failed","Tue Apr 23 01:59:28 GMT 2024","Tue Apr 23 01:59:28 GMT 2024","195","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Tue Apr 23 01:59:21 GMT 2024","Tue Apr 23 01:59:21 GMT 2024","120","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Tue Apr 23 01:59:21 GMT 2024","Tue Apr 23 01:59:21 GMT 2024","132","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"failed","Tue Apr 23 01:59:28 GMT 2024","Tue Apr 23 01:59:28 GMT 2024","195","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"failed","Tue Apr 23 01:59:29 GMT 2024","Tue Apr 23 01:59:29 GMT 2024","209","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Tue Apr 23 01:59:20 GMT 2024","Tue Apr 23 01:59:21 GMT 2024","786","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Tue Apr 23 01:59:22 GMT 2024","Tue Apr 23 01:59:22 GMT 2024","119","","API tests","","ProjectTest","GetProjectFromJSONTest","GetProjectFromJSONTest","Тест на получение данных о проекте по коду проекта из JSON файла
"
