"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 12:33:09 GMT 2024","Tue Apr 23 12:33:15 GMT 2024","6422","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"passed","Tue Apr 23 12:32:34 GMT 2024","Tue Apr 23 12:32:35 GMT 2024","96","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Tue Apr 23 12:32:35 GMT 2024","Tue Apr 23 12:32:35 GMT 2024","81","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"passed","Tue Apr 23 12:33:19 GMT 2024","Tue Apr 23 12:33:23 GMT 2024","4082","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Tue Apr 23 12:32:35 GMT 2024","Tue Apr 23 12:32:35 GMT 2024","82","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"passed","Tue Apr 23 12:33:02 GMT 2024","Tue Apr 23 12:33:09 GMT 2024","6526","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Tue Apr 23 12:32:34 GMT 2024","Tue Apr 23 12:32:34 GMT 2024","644","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Tue Apr 23 12:32:35 GMT 2024","Tue Apr 23 12:32:35 GMT 2024","68","","API tests","","ProjectTest","GetProjectFromJSONTest","GetProjectFromJSONTest","Тест на получение данных о проекте по коду проекта из JSON файла
"
"passed","Tue Apr 23 12:32:35 GMT 2024","Tue Apr 23 12:32:51 GMT 2024","15854","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Tue Apr 23 12:32:51 GMT 2024","Tue Apr 23 12:32:57 GMT 2024","6086","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"failed","Tue Apr 23 12:33:23 GMT 2024","Tue Apr 23 12:33:35 GMT 2024","11645","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Tue Apr 23 12:32:57 GMT 2024","Tue Apr 23 12:33:02 GMT 2024","5445","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Tue Apr 23 12:32:35 GMT 2024","Tue Apr 23 12:32:35 GMT 2024","52","","API tests","","ProjectTest","GetProjectByIncorrectCodeTest","GetProjectByIncorrectCodeTest","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"passed","Tue Apr 23 12:33:15 GMT 2024","Tue Apr 23 12:33:19 GMT 2024","3851","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"passed","Tue Apr 23 12:32:35 GMT 2024","Tue Apr 23 12:32:35 GMT 2024","58","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Tue Apr 23 12:32:35 GMT 2024","Tue Apr 23 12:32:35 GMT 2024","151","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
