"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 22 07:18:01 GMT 2024","Mon Apr 22 07:18:07 GMT 2024","5832","","UI tests","","HoverTest","Hover","Hover","Тест на отображении подсказки при наведении курсора
"
"passed","Mon Apr 22 07:17:26 GMT 2024","Mon Apr 22 07:17:26 GMT 2024","144","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
"passed","Mon Apr 22 07:17:26 GMT 2024","Mon Apr 22 07:17:46 GMT 2024","20327","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Mon Apr 22 07:17:26 GMT 2024","Mon Apr 22 07:17:26 GMT 2024","81","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"passed","Mon Apr 22 07:17:25 GMT 2024","Mon Apr 22 07:17:26 GMT 2024","110","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Mon Apr 22 07:18:11 GMT 2024","Mon Apr 22 07:18:15 GMT 2024","3907","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Mon Apr 22 07:17:25 GMT 2024","Mon Apr 22 07:17:25 GMT 2024","638","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Mon Apr 22 07:17:26 GMT 2024","Mon Apr 22 07:17:26 GMT 2024","68","","API tests","","ProjectTest","AddProjectNegativeTest2","AddProjectNegativeTest2","Проверяем, что поле title обязательно для заполнения
"
"passed","Mon Apr 22 07:17:46 GMT 2024","Mon Apr 22 07:17:51 GMT 2024","4899","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Mon Apr 22 07:17:55 GMT 2024","Mon Apr 22 07:18:01 GMT 2024","6145","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Mon Apr 22 07:17:26 GMT 2024","Mon Apr 22 07:17:26 GMT 2024","62","","API tests","","ProjectTest","AddProjectNegativeTest","AddProjectNegativeTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"passed","Mon Apr 22 07:18:07 GMT 2024","Mon Apr 22 07:18:11 GMT 2024","3439","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"passed","Mon Apr 22 07:17:26 GMT 2024","Mon Apr 22 07:17:26 GMT 2024","66","","API tests","","ProjectTest","GetProjectByIncorrectCode","GetProjectByIncorrectCode","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"passed","Mon Apr 22 07:17:51 GMT 2024","Mon Apr 22 07:17:55 GMT 2024","4053","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
