"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 02:50:20 GMT 2024","Tue Apr 23 02:50:25 GMT 2024","5171","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Tue Apr 23 02:50:09 GMT 2024","Tue Apr 23 02:50:09 GMT 2024","62","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"passed","Tue Apr 23 02:50:41 GMT 2024","Tue Apr 23 02:50:45 GMT 2024","4050","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Tue Apr 23 02:50:16 GMT 2024","Tue Apr 23 02:50:20 GMT 2024","4471","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"failed","Tue Apr 23 02:50:45 GMT 2024","Tue Apr 23 02:50:56 GMT 2024","11583","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Tue Apr 23 02:50:08 GMT 2024","Tue Apr 23 02:50:09 GMT 2024","701","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Tue Apr 23 02:50:31 GMT 2024","Tue Apr 23 02:50:37 GMT 2024","6022","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"passed","Tue Apr 23 02:50:09 GMT 2024","Tue Apr 23 02:50:09 GMT 2024","81","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Tue Apr 23 02:50:25 GMT 2024","Tue Apr 23 02:50:31 GMT 2024","5572","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Tue Apr 23 02:50:09 GMT 2024","Tue Apr 23 02:50:09 GMT 2024","70","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Tue Apr 23 02:50:09 GMT 2024","Tue Apr 23 02:50:09 GMT 2024","76","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"passed","Tue Apr 23 02:50:09 GMT 2024","Tue Apr 23 02:50:09 GMT 2024","67","","API tests","","ProjectTest","GetProjectFromJSONTest","GetProjectFromJSONTest","Тест на получение данных о проекте по коду проекта из JSON файла
"
"passed","Tue Apr 23 02:50:09 GMT 2024","Tue Apr 23 02:50:16 GMT 2024","6297","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Tue Apr 23 02:50:37 GMT 2024","Tue Apr 23 02:50:41 GMT 2024","3783","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"passed","Tue Apr 23 02:50:09 GMT 2024","Tue Apr 23 02:50:09 GMT 2024","132","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
"passed","Tue Apr 23 02:50:09 GMT 2024","Tue Apr 23 02:50:09 GMT 2024","66","","API tests","","ProjectTest","GetProjectByIncorrectCodeTest","GetProjectByIncorrectCodeTest","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
