"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 14:41:11 GMT 2024","Tue Apr 23 14:41:16 GMT 2024","5538","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Tue Apr 23 14:41:03 GMT 2024","Tue Apr 23 14:41:03 GMT 2024","84","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Tue Apr 23 14:41:03 GMT 2024","Tue Apr 23 14:41:03 GMT 2024","168","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
"passed","Tue Apr 23 14:41:36 GMT 2024","Tue Apr 23 14:41:40 GMT 2024","4167","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"passed","Tue Apr 23 14:41:02 GMT 2024","Tue Apr 23 14:41:03 GMT 2024","726","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Tue Apr 23 14:41:03 GMT 2024","Tue Apr 23 14:41:03 GMT 2024","67","","API tests","","ProjectTest","GetProjectByIncorrectCodeTest","GetProjectByIncorrectCodeTest","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"passed","Tue Apr 23 14:41:22 GMT 2024","Tue Apr 23 14:41:29 GMT 2024","7156","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Tue Apr 23 14:41:03 GMT 2024","Tue Apr 23 14:41:04 GMT 2024","88","","API tests","","ProjectTest","GetProjectFromJSONTest","GetProjectFromJSONTest","Тест на получение данных о проекте по коду проекта из JSON файла
"
"passed","Tue Apr 23 14:41:03 GMT 2024","Tue Apr 23 14:41:03 GMT 2024","95","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
"passed","Tue Apr 23 14:41:40 GMT 2024","Tue Apr 23 14:41:45 GMT 2024","4516","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Tue Apr 23 14:41:03 GMT 2024","Tue Apr 23 14:41:03 GMT 2024","80","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Tue Apr 23 14:41:29 GMT 2024","Tue Apr 23 14:41:36 GMT 2024","6840","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"passed","Tue Apr 23 14:41:16 GMT 2024","Tue Apr 23 14:41:22 GMT 2024","5734","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"failed","Tue Apr 23 14:41:45 GMT 2024","Tue Apr 23 14:41:57 GMT 2024","11762","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Tue Apr 23 14:41:03 GMT 2024","Tue Apr 23 14:41:03 GMT 2024","95","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"passed","Tue Apr 23 14:41:04 GMT 2024","Tue Apr 23 14:41:11 GMT 2024","7285","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
