"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 22 06:44:09 GMT 2024","Mon Apr 22 06:44:14 GMT 2024","4100","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest",""
"passed","Mon Apr 22 06:43:36 GMT 2024","Mon Apr 22 06:43:36 GMT 2024","79","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Получаем данные о всех проектах
"
"passed","Mon Apr 22 06:43:44 GMT 2024","Mon Apr 22 06:43:50 GMT 2024","5059","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Mon Apr 22 06:43:36 GMT 2024","Mon Apr 22 06:43:36 GMT 2024","73","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Получаем данные о проекта по коду проекта
"
"passed","Mon Apr 22 06:43:36 GMT 2024","Mon Apr 22 06:43:44 GMT 2024","8033","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Mon Apr 22 06:44:05 GMT 2024","Mon Apr 22 06:44:09 GMT 2024","4367","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на отображении подсказки при наведении курсора
"
"passed","Mon Apr 22 06:43:36 GMT 2024","Mon Apr 22 06:43:36 GMT 2024","58","","API tests","","ProjectTest","AddProjectNegativeTest2","AddProjectNegativeTest2","Проверяем, что поле title обязательно для заполнения
"
"passed","Mon Apr 22 06:44:00 GMT 2024","Mon Apr 22 06:44:05 GMT 2024","5609","","UI tests","","HoverTest","Hover","Hover","Тест на отображении подсказки при наведении курсора
"
"passed","Mon Apr 22 06:43:35 GMT 2024","Mon Apr 22 06:43:36 GMT 2024","530","","API tests","","ProjectTest","CreateTest","CreateTest","Создание проекта
"
"passed","Mon Apr 22 06:43:54 GMT 2024","Mon Apr 22 06:44:00 GMT 2024","5784","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Mon Apr 22 06:43:36 GMT 2024","Mon Apr 22 06:43:36 GMT 2024","163","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Удаляем проект по коду
"
"passed","Mon Apr 22 06:43:50 GMT 2024","Mon Apr 22 06:43:54 GMT 2024","4202","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Mon Apr 22 06:43:36 GMT 2024","Mon Apr 22 06:43:36 GMT 2024","75","","API tests","","ProjectTest","AddProjectNegativeTest","AddProjectNegativeTest","Ошибка при создании проеката с полем code длинной более 10 символов
"
"passed","Mon Apr 22 06:43:36 GMT 2024","Mon Apr 22 06:43:36 GMT 2024","51","","API tests","","ProjectTest","GetProjectByIncorrectCode","GetProjectByIncorrectCode","Проверяем, что возвращается ошибку если не правильно указан код проекта
"
