"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 23 10:44:03 GMT 2024","Tue Apr 23 10:44:03 GMT 2024","111","","API tests","","ProjectTest","RequiredFieldTest","RequiredFieldTest","Проверяем, что поле title обязательно для заполнения
"
"passed","Tue Apr 23 10:44:03 GMT 2024","Tue Apr 23 10:44:12 GMT 2024","8244","","UI tests","","ProjectTest","CreateAndDeleteProjectTest","CreateAndDeleteProjectTest","Тест на создание и удаление сущности
"
"passed","Tue Apr 23 10:44:02 GMT 2024","Tue Apr 23 10:44:03 GMT 2024","135","","API tests","","ProjectTest","GetProjectTest","GetProjectTest","Тест на получение данных о проекте по коду проекта
"
"passed","Tue Apr 23 10:44:31 GMT 2024","Tue Apr 23 10:44:38 GMT 2024","6757","","UI tests","","HoverTest","HoverSuiteTreeTest","HoverSuiteTreeTest","123Тест на отображении подсказки при наведении курсора
"
"passed","Tue Apr 23 10:44:38 GMT 2024","Tue Apr 23 10:44:43 GMT 2024","4951","","UI tests","","InvalidDataTest","CreateProjectWithInvalidDataTest","CreateProjectWithInvalidDataTest","Тест на использование некорректных данных
"
"failed","Tue Apr 23 10:44:47 GMT 2024","Tue Apr 23 10:44:59 GMT 2024","11927","","","","LoginTest","IncorrectLoginFailureTest","IncorrectLoginFailureTest","Тест воспроизводящий любой дефект
"
"passed","Tue Apr 23 10:44:43 GMT 2024","Tue Apr 23 10:44:47 GMT 2024","4649","","UI tests","","InvalidDataTest","CreatProjectWithUpperBoundProjectCodeTest","CreatProjectWithUpperBoundProjectCodeTest","Тест на ввод данных превышающих допустимые
"
"passed","Tue Apr 23 10:44:02 GMT 2024","Tue Apr 23 10:44:02 GMT 2024","665","","API tests","","ProjectTest","CreateTest","CreateTest","Тест на создание проекта
"
"passed","Tue Apr 23 10:44:12 GMT 2024","Tue Apr 23 10:44:18 GMT 2024","6007","","UI tests","","BoundaryProjectTest","LowerBoundProjectCodeTest","LowerBoundProjectCodeTest","Создание проекта. Проверяем минимальное количество символов для кода проекта
"
"passed","Tue Apr 23 10:44:24 GMT 2024","Tue Apr 23 10:44:31 GMT 2024","7154","","UI tests","","FileUploadTest","ProjectLogoUploadTest","ProjectLogoUploadTest","Тест на загрузку изображения в профиль проекта
"
"passed","Tue Apr 23 10:44:18 GMT 2024","Tue Apr 23 10:44:24 GMT 2024","6100","","UI tests","","BoundaryProjectTest","UpperBoundProjectCodeTest","UpperBoundProjectCodeTest","Создание проекта. Проверяем максимальное количество символов для кода проекта
"
"passed","Tue Apr 23 10:44:03 GMT 2024","Tue Apr 23 10:44:03 GMT 2024","123","","API tests","","ProjectTest","GetAllProjectsTest","GetAllProjectsTest","Тест на получение данных о всех проектах
"
"passed","Tue Apr 23 10:44:03 GMT 2024","Tue Apr 23 10:44:03 GMT 2024","258","","API tests","","ProjectTest","DeleteProjectTest","DeleteProjectTest","Тест на удаление проекта по коду
"
"passed","Tue Apr 23 10:44:03 GMT 2024","Tue Apr 23 10:44:03 GMT 2024","109","","API tests","","ProjectTest","GetProjectFromJSONTest","GetProjectFromJSONTest","Тест на получение данных о проекте по коду проекта из JSON файла
"
"passed","Tue Apr 23 10:44:03 GMT 2024","Tue Apr 23 10:44:03 GMT 2024","112","","API tests","","ProjectTest","GetProjectByIncorrectCodeTest","GetProjectByIncorrectCodeTest","Проверяем, что возвращается ошибка если не правильно указан код проекта
"
"passed","Tue Apr 23 10:44:03 GMT 2024","Tue Apr 23 10:44:03 GMT 2024","126","","API tests","","ProjectTest","BoundaryTest","BoundaryTest","Проверяем, что возвращается ошибка если поле code длинной более 10 символов
"
